8000.00000 	 7000.00000 	 0.02200 	 291.71948 	 196.00000 	 266.56928 	 -462.22076 	1
8000.00000 	 8500.00000 	 0.02200 	 -410.67169 	 196.00000 	 182.61807 	 -1162.76500 	1
8000.00000 	 10000.00000 	 0.02200 	 435.62029 	 196.00000 	 287.72612 	 -318.78540 	1
10000.00000 	 7000.00000 	 0.02200 	 361.62143 	 196.00000 	 206.79507 	 -391.00378 	1
10000.00000 	 8500.00000 	 0.02200 	 640.62697 	 196.00000 	 202.90119 	 -111.91257 	1
10000.00000 	 10000.00000 	 0.02200 	 233.84537 	 196.00000 	 145.54753 	 -517.43239 	1
12000.00000 	 7000.00000 	 0.02200 	 508.50402 	 196.00000 	 192.98335 	 -243.81733 	1
12000.00000 	 8500.00000 	 0.02200 	 -629.39673 	 196.00000 	 160.03829 	 -1380.99328 	1
12000.00000 	 10000.00000 	 0.02200 	 255.00477 	 196.00000 	 222.93238 	 -497.97546 	1
8000.00000 	 7000.00000 	 0.02200 	 -243.81598 	 196.00000 	 534.61921 	 -1003.65332 	2
8000.00000 	 8500.00000 	 0.02200 	 754.80586 	 196.00000 	 654.79548 	 -7.67535 	2
8000.00000 	 10000.00000 	 0.02200 	 -1458.30746 	 196.00000 	 763.21430 	 -2223.17389 	2
10000.00000 	 7000.00000 	 0.02200 	 -1248.76133 	 196.00000 	 441.87167 	 -2006.55822 	2
10000.00000 	 8500.00000 	 0.02200 	 -263.95018 	 196.00000 	 546.53751 	 -1024.04972 	2
10000.00000 	 10000.00000 	 0.02200 	 -1857.37105 	 196.00000 	 595.07044 	 -2618.53831 	2
12000.00000 	 7000.00000 	 0.02200 	 985.72010 	 196.00000 	 350.70768 	 229.92881 	2
12000.00000 	 8500.00000 	 0.02200 	 961.52723 	 196.00000 	 448.58014 	 203.58275 	2
12000.00000 	 10000.00000 	 0.02200 	 375.04539 	 196.00000 	 557.11138 	 -385.28677 	2
8000.00000 	 7000.00000 	 0.02200 	 754.07188 	 196.00000 	 567.91818 	 -6.49804 	3
8000.00000 	 8500.00000 	 0.02200 	 -1363.11150 	 196.00000 	 582.48942 	 -2124.00198 	3
8000.00000 	 10000.00000 	 0.02200 	 356.81998 	 196.00000 	 839.96411 	 -409.73495 	3
10000.00000 	 7000.00000 	 0.02200 	 -992.52946 	 196.00000 	 450.18818 	 -1750.50932 	3
10000.00000 	 8500.00000 	 0.02200 	 904.55060 	 196.00000 	 546.91093 	 144.44284 	3
10000.00000 	 10000.00000 	 0.02200 	 955.24305 	 196.00000 	 773.23311 	 190.15621 	3
12000.00000 	 7000.00000 	 0.02200 	 943.80346 	 196.00000 	 424.77205 	 186.38277 	3
12000.00000 	 8500.00000 	 0.02200 	 -1233.50376 	 196.00000 	 453.30147 	 -1991.55210 	3
12000.00000 	 10000.00000 	 0.02200 	 -995.81737 	 196.00000 	 497.22443 	 -1754.83202 	3
