0.100000	0.037696	0.369778
0.200000	0.036301	0.356436
0.300000	0.035022	0.344183
0.400000	0.033846	0.332889
0.500000	0.032760	0.322442
0.600000	0.031754	0.312748
0.700000	0.030818	0.303725
0.800000	0.029947	0.295306
0.900000	0.029132	0.287430
1.000000	0.028370	0.280043
1.100000	0.027654	0.273102
1.200000	0.026980	0.266565
1.300000	0.026345	0.260398
1.400000	0.025746	0.254568
1.500000	0.025178	0.249049
1.600000	0.024641	0.243815
1.700000	0.024131	0.238844
1.800000	0.023646	0.234117
1.900000	0.023185	0.229614
2.000000	0.022745	0.225321
2.100000	0.022326	0.221222
2.200000	0.021925	0.217304
2.300000	0.021542	0.213555
2.400000	0.021175	0.209964
2.500000	0.020823	0.206521
2.600000	0.020486	0.203216
2.700000	0.020162	0.200042
2.800000	0.019851	0.196990
2.900000	0.019551	0.194053
3.000000	0.019263	0.191225
3.100000	0.018985	0.188500
3.200000	0.018718	0.185871
3.300000	0.018459	0.183334
3.400000	0.018210	0.180884
3.500000	0.017969	0.178516
3.600000	0.017736	0.176226
3.700000	0.017511	0.174010
3.800000	0.017293	0.171865
3.900000	0.017082	0.169786
4.000000	0.016877	0.167772
4.100000	0.016679	0.165818
4.200000	0.016487	0.163923
4.300000	0.016300	0.162083
4.400000	0.016119	0.160296
4.500000	0.015942	0.158560
4.600000	0.015771	0.156872
4.700000	0.015605	0.155230
4.800000	0.015443	0.153633
4.900000	0.015285	0.152078
5.000000	0.015132	0.150564
5.100000	0.014982	0.149090
5.200000	0.014837	0.147653
5.300000	0.014695	0.146252
5.400000	0.014557	0.144887
5.500000	0.014422	0.143554
5.600000	0.014290	0.142254
5.700000	0.014162	0.140985
5.800000	0.014036	0.139746
5.900000	0.013914	0.138535
6.000000	0.013794	0.137353
6.100000	0.013677	0.136197
6.200000	0.013563	0.135067
6.300000	0.013451	0.133962
6.400000	0.013342	0.132881
6.500000	0.013235	0.131823
6.600000	0.013130	0.130788
6.700000	0.013028	0.129775
6.800000	0.012928	0.128783
6.900000	0.012830	0.127812
7.000000	0.012733	0.126860
7.100000	0.012639	0.125927
7.200000	0.012547	0.125013
7.300000	0.012456	0.124117
7.400000	0.012368	0.123239
7.500000	0.012281	0.122377
7.600000	0.012195	0.121532
7.700000	0.012112	0.120703
7.800000	0.012029	0.119889
7.900000	0.011949	0.119091
8.000000	0.011870	0.118307
8.100000	0.011792	0.117537
8.200000	0.011716	0.116781
8.300000	0.011641	0.116039
8.400000	0.011567	0.115309
8.500000	0.011495	0.114592
8.600000	0.011424	0.113888
8.700000	0.011354	0.113196
8.800000	0.011285	0.112515
8.900000	0.011218	0.111846
9.000000	0.011152	0.111188
9.100000	0.011086	0.110541
9.200000	0.011022	0.109904
9.300000	0.010959	0.109278
9.400000	0.010897	0.108662
9.500000	0.010836	0.108055
9.600000	0.010776	0.107459
9.700000	0.010716	0.106871
9.800000	0.010658	0.106293
9.900000	0.010601	0.105723
10.000000	0.010544	0.105162
10.100000	0.010489	0.104610
10.200000	0.010434	0.104066
10.300000	0.010380	0.103530
10.400000	0.010327	0.103002
10.500000	0.010274	0.102481
10.600000	0.010222	0.101968
10.700000	0.010172	0.101463
10.800000	0.010121	0.100965
10.900000	0.010072	0.100474
11.000000	0.010023	0.099989
11.100000	0.009975	0.099512
11.200000	0.009928	0.099041
11.300000	0.009881	0.098576
11.400000	0.009835	0.098118
11.500000	0.009789	0.097666
11.600000	0.009744	0.097220
11.700000	0.009700	0.096781
11.800000	0.009656	0.096346
11.900000	0.009613	0.095918
12.000000	0.009571	0.095495
12.100000	0.009529	0.095078
12.200000	0.009487	0.094666
12.300000	0.009446	0.094259
12.400000	0.009406	0.093858
12.500000	0.009366	0.093461
12.600000	0.009327	0.093070
12.700000	0.009288	0.092683
12.800000	0.009249	0.092301
12.900000	0.009211	0.091924
13.000000	0.009174	0.091551
13.100000	0.009137	0.091183
13.200000	0.009100	0.090819
13.300000	0.009064	0.090460
13.400000	0.009028	0.090105
13.500000	0.008993	0.089754
13.600000	0.008958	0.089407
13.700000	0.008924	0.089064
13.800000	0.008889	0.088726
13.900000	0.008856	0.088391
14.000000	0.008822	0.088059
14.100000	0.008790	0.087732
14.200000	0.008757	0.087408
14.300000	0.008725	0.087088
14.400000	0.008693	0.086772
14.500000	0.008662	0.086459
14.600000	0.008630	0.086149
14.700000	0.008600	0.085843
14.800000	0.008569	0.085540
14.900000	0.008539	0.085241
15.000000	0.008509	0.084944
