0.100000	1.070472	10.514538
0.200000	1.033532	10.161213
0.300000	0.999670	9.836675
0.400000	0.968509	9.537468
0.500000	0.939731	9.260674
0.600000	0.913068	9.003812
0.700000	0.888288	8.764756
0.800000	0.865195	8.541676
0.900000	0.843619	8.332986
1.000000	0.823411	8.137307
1.100000	0.804443	7.953431
1.200000	0.786601	7.780297
1.300000	0.769785	7.616968
1.400000	0.753908	7.462617
1.500000	0.738890	7.316504
1.600000	0.724663	7.177973
1.700000	0.711164	7.046434
1.800000	0.698338	6.921359
1.900000	0.686133	6.802270
2.000000	0.674506	6.688739
2.100000	0.663414	6.580376
2.200000	0.652821	6.476826
2.300000	0.642694	6.377770
2.400000	0.633000	6.282913
2.500000	0.623713	6.191987
2.600000	0.614807	6.104748
2.700000	0.606258	6.020969
2.800000	0.598044	5.940444
2.900000	0.590147	5.862983
3.000000	0.582546	5.788409
3.100000	0.575226	5.716560
3.200000	0.568171	5.647285
3.300000	0.561367	5.580446
3.400000	0.554799	5.515913
3.500000	0.548456	5.453565
3.600000	0.542326	5.393290
3.700000	0.536398	5.334985
3.800000	0.530662	5.278552
3.900000	0.525108	5.223899
4.000000	0.519728	5.170943
4.100000	0.514514	5.119602
4.200000	0.509458	5.069803
4.300000	0.504552	5.021474
4.400000	0.499790	4.974551
4.500000	0.495165	4.928972
4.600000	0.490672	4.884677
4.700000	0.486304	4.841612
4.800000	0.482057	4.799725
4.900000	0.477925	4.758968
5.000000	0.473904	4.719293
5.100000	0.469989	4.680658
5.200000	0.466176	4.643020
5.300000	0.462460	4.606341
5.400000	0.458839	4.570584
5.500000	0.455308	4.535713
5.600000	0.451863	4.501695
5.700000	0.448503	4.468499
5.800000	0.445223	4.436093
5.900000	0.442021	4.404450
6.000000	0.438894	4.373542
6.100000	0.435838	4.343343
6.200000	0.432853	4.313829
6.300000	0.429935	4.284975
6.400000	0.427081	4.256759
6.500000	0.424291	4.229160
6.600000	0.421561	4.202157
6.700000	0.418890	4.175731
6.800000	0.416275	4.149863
6.900000	0.413715	4.124534
7.000000	0.411209	4.099728
7.100000	0.408754	4.075428
7.200000	0.406348	4.051619
7.300000	0.403991	4.028285
7.400000	0.401681	4.005412
7.500000	0.399416	3.982986
7.600000	0.397195	3.960994
7.700000	0.395017	3.939423
7.800000	0.392881	3.918260
7.900000	0.390784	3.897494
8.000000	0.388727	3.877113
8.100000	0.386708	3.857107
8.200000	0.384726	3.837465
8.300000	0.382779	3.818177
8.400000	0.380868	3.799233
8.500000	0.378990	3.780624
8.600000	0.377146	3.762340
8.700000	0.375333	3.744374
8.800000	0.373552	3.726716
8.900000	0.371801	3.709359
9.000000	0.370080	3.692294
9.100000	0.368388	3.675515
9.200000	0.366724	3.659013
9.300000	0.365088	3.642783
9.400000	0.363478	3.626816
9.500000	0.361894	3.611107
9.600000	0.360336	3.595649
9.700000	0.358802	3.580436
9.800000	0.357293	3.565462
9.900000	0.355807	3.550721
10.000000	0.354345	3.536208
10.100000	0.352904	3.521917
10.200000	0.351486	3.507844
10.300000	0.350090	3.493983
10.400000	0.348714	3.480329
10.500000	0.347359	3.466877
10.600000	0.346023	3.453623
10.700000	0.344708	3.440563
10.800000	0.343411	3.427691
10.900000	0.342133	3.415005
11.000000	0.340874	3.402500
11.100000	0.339632	3.390171
11.200000	0.338408	3.378015
11.300000	0.337201	3.366029
11.400000	0.336011	3.354209
11.500000	0.334837	3.342550
11.600000	0.333679	3.331051
11.700000	0.332537	3.319707
11.800000	0.331410	3.308515
11.900000	0.330298	3.297473
12.000000	0.329201	3.286576
12.100000	0.328119	3.275823
12.200000	0.327050	3.265210
12.300000	0.325996	3.254734
12.400000	0.324955	3.244393
12.500000	0.323928	3.234184
12.600000	0.322913	3.224105
12.700000	0.321912	3.214153
12.800000	0.320923	3.204325
12.900000	0.319946	3.194619
13.000000	0.318982	3.185033
13.100000	0.318029	3.175565
13.200000	0.317088	3.166211
13.300000	0.316158	3.156971
13.400000	0.315240	3.147842
13.500000	0.314332	3.138822
13.600000	0.313436	3.129910
13.700000	0.312550	3.121102
13.800000	0.311674	3.112397
13.900000	0.310809	3.103794
14.000000	0.309953	3.095290
14.100000	0.309108	3.086884
14.200000	0.308272	3.078574
14.300000	0.307446	3.070358
14.400000	0.306629	3.062235
14.500000	0.305821	3.054203
14.600000	0.305022	3.046260
14.700000	0.304233	3.038406
14.800000	0.303451	3.030638
14.900000	0.302679	3.022955
15.000000	0.301915	3.015355
