1.1541666667e-01 	3.60353e+01 	-1.20590e+02 	8.30000e+00 	 2.58238e+00
2.6692129630e-01 	3.55887e+01 	-1.20725e+02 	5.86000e+00 	 -3.60186e+00
6.3210648148e-01 	3.56292e+01 	-1.20750e+02 	6.91000e+00 	 -3.52026e+00
7.3334490741e-01 	3.59293e+01 	-1.20479e+02 	5.76000e+00 	 -1.60795e+01
8.9645833333e-01 	3.59285e+01 	-1.20477e+02 	5.91000e+00 	 -1.60795e+01
9.4656250000e-01 	3.55528e+01 	-1.20841e+02 	4.92000e+00 	 -3.56392e+00
1.4008449074e+00 	3.60605e+01 	-1.20629e+02 	4.06000e+00 	 9.50365e-01
1.5228009259e+00 	3.60647e+01 	-1.20625e+02 	3.03000e+00 	 9.47654e-01
1.5731712963e+00 	3.60588e+01 	-1.20633e+02 	1.10000e-01 	 9.46537e-01
2.1104861111e+00 	3.55515e+01 	-1.20807e+02 	3.90000e+00 	 -3.45544e+00
2.2467939815e+00 	3.55790e+01 	-1.20776e+02 	4.41000e+00 	 -3.55862e+00
2.6674074074e+00 	3.55448e+01 	-1.20842e+02 	4.90000e+00 	 -3.56340e+00
2.8330208333e+00 	3.59715e+01 	-1.20529e+02 	7.31000e+00 	 2.13457e+00
4.1564699074e+00 	3.55678e+01 	-1.20912e+02 	4.99000e+00 	 -3.66514e+00
4.4117476852e+00 	3.59240e+01 	-1.20472e+02 	5.79000e+00 	 -1.60792e+01
4.9414236111e+00 	3.56120e+01 	-1.20777e+02 	6.78000e+00 	 -3.56248e+00
5.5862731481e+00 	3.55727e+01 	-1.20829e+02 	3.23000e+00 	 -3.56275e+00
5.5862731481e+00 	3.55803e+01 	-1.20843e+02 	6.85000e+00 	 -3.60838e+00
5.8742013889e+00 	3.58555e+01 	-1.20399e+02 	5.13000e+00 	 9.08906e-01
6.5289120370e+00 	3.58987e+01 	-1.20441e+02 	6.46000e+00 	 -4.22764e+00
6.5501388889e+00 	3.58993e+01 	-1.20442e+02 	6.18000e+00 	 -4.22765e+00
6.7637384259e+00 	3.55765e+01 	-1.20884e+02 	4.69000e+00 	 -3.63362e+00
6.7967361111e+00 	3.55502e+01 	-1.20789e+02 	2.71000e+00 	 -3.45567e+00
6.8154166667e+00 	3.55445e+01 	-1.20772e+02 	4.04000e+00 	 -3.58077e+00
7.1984375000e+00 	3.55067e+01 	-1.20805e+02 	4.36000e+00 	 -3.61265e+00
7.8076273148e+00 	3.58987e+01 	-1.20440e+02 	5.72000e+00 	 -4.22836e+00
8.0352662037e+00 	3.55430e+01 	-1.20763e+02 	1.40000e-01 	 -3.58081e+00
8.2190625000e+00 	3.59283e+01 	-1.20479e+02 	5.02000e+00 	 -1.60788e+01
8.8640740741e+00 	3.59223e+01 	-1.20473e+02 	5.26000e+00 	 2.38938e+00
8.9422800926e+00 	3.57740e+01 	-1.20321e+02 	8.89000e+00 	 1.86909e+00
9.4147453704e+00 	3.58502e+01 	-1.20394e+02 	5.35000e+00 	 7.27173e-01
9.6627662037e+00 	3.57993e+01 	-1.20340e+02 	4.87000e+00 	 2.21546e+00
