00020	0.00000e+00	3.58155e+01	-1.20367e+02	8.56600e+00	5.96000e+00	1.00000e+00	1.50000e+00
00021	4.16088e-04	3.59196e+01	-1.20472e+02	4.56100e+00	3.07000e+00	1.00000e+00	1.50000e+00
00022	7.80093e-04	3.59942e+01	-1.20552e+02	4.44700e+00	3.29000e+00	1.00000e+00	1.50000e+00
00023	8.11921e-04	3.58799e+01	-1.20432e+02	5.40200e+00	3.10000e+00	1.00000e+00	1.50000e+00
00024	9.09722e-04	3.59298e+01	-1.20482e+02	5.18100e+00	2.30000e+00	1.00000e+00	1.50000e+00
00026	1.04861e-03	3.58495e+01	-1.20394e+02	4.55100e+00	2.39000e+00	1.00000e+00	1.50000e+00
00028	1.13484e-03	3.59251e+01	-1.20477e+02	5.20200e+00	2.46000e+00	1.00000e+00	1.50000e+00
00030	1.43461e-03	3.58242e+01	-1.20373e+02	6.36800e+00	2.56000e+00	1.00000e+00	1.50000e+00
00031	1.46875e-03	3.58231e+01	-1.20373e+02	6.33800e+00	2.80000e+00	1.00000e+00	1.50000e+00
00032	1.50810e-03	3.59267e+01	-1.20479e+02	4.58800e+00	2.45000e+00	1.00000e+00	1.50000e+00
00033	1.54745e-03	3.58090e+01	-1.20347e+02	3.81700e+00	3.16000e+00	1.00000e+00	1.50000e+00
00034	1.58970e-03	3.59297e+01	-1.20480e+02	5.32500e+00	2.52000e+00	1.00000e+00	1.50000e+00
00035	1.62731e-03	3.59347e+01	-1.20487e+02	5.27200e+00	2.56000e+00	1.00000e+00	1.50000e+00
00036	1.67593e-03	3.58828e+01	-1.20409e+02	5.60800e+00	5.96000e+00	1.00000e+00	1.50000e+00
00055	2.57523e-03	3.58539e+01	-1.20408e+02	9.20100e+00	4.15000e+00	1.00000e+00	1.50000e+00
00056	2.77141e-03	3.58299e+01	-1.20406e+02	2.41300e+00	4.20000e+00	1.00000e+00	1.50000e+00
00058	3.44271e-03	3.58713e+01	-1.20423e+02	4.90700e+00	2.03000e+00	1.00000e+00	1.50000e+00
00059	3.67130e-03	3.58593e+01	-1.20414e+02	9.34500e+00	2.38000e+00	1.00000e+00	1.50000e+00
00060	3.79109e-03	3.59304e+01	-1.20490e+02	5.94300e+00	2.28000e+00	1.00000e+00	1.50000e+00
00079	4.78299e-03	3.58987e+01	-1.20521e+02	4.00700e+00	2.33000e+00	1.00000e+00	1.50000e+00
00080	4.81944e-03	3.58987e+01	-1.20521e+02	4.00700e+00	3.55000e+00	1.00000e+00	1.50000e+00
00081	4.84433e-03	3.59091e+01	-1.20458e+02	5.93300e+00	2.77000e+00	1.00000e+00	1.50000e+00
00082	4.97338e-03	3.59160e+01	-1.20471e+02	5.05700e+00	2.04000e+00	1.00000e+00	1.50000e+00
00083	5.01794e-03	3.58163e+01	-1.20366e+02	7.07100e+00	2.23000e+00	1.00000e+00	1.50000e+00
00084	5.06481e-03	3.59160e+01	-1.20471e+02	5.05700e+00	2.33000e+00	1.00000e+00	1.50000e+00
00086	5.18056e-03	3.60257e+01	-1.20587e+02	3.39100e+00	2.48000e+00	1.00000e+00	1.50000e+00
00087	5.21759e-03	3.60033e+01	-1.20561e+02	3.91900e+00	2.64000e+00	1.00000e+00	1.50000e+00
00096	5.84317e-03	3.58538e+01	-1.20399e+02	4.54800e+00	2.73000e+00	1.00000e+00	1.50000e+00
00097	5.98900e-03	3.58686e+01	-1.20421e+02	4.60600e+00	2.39000e+00	1.00000e+00	1.50000e+00
00099	6.14699e-03	3.58029e+01	-1.20353e+02	6.15100e+00	4.71000e+00	1.00000e+00	1.50000e+00
00104	7.54861e-03	3.58163e+01	-1.20366e+02	7.07100e+00	2.43000e+00	1.00000e+00	1.50000e+00
00105	7.59606e-03	3.59167e+01	-1.20470e+02	5.29800e+00	2.50000e+00	1.00000e+00	1.50000e+00
00115	8.40683e-03	3.58603e+01	-1.20413e+02	4.89700e+00	2.06000e+00	1.00000e+00	1.50000e+00
00120	8.63831e-03	3.58163e+01	-1.20366e+02	7.07100e+00	2.08000e+00	1.00000e+00	1.50000e+00
00121	8.68519e-03	3.59160e+01	-1.20471e+02	5.05700e+00	2.11000e+00	1.00000e+00	1.50000e+00
00126	9.00231e-03	3.59021e+01	-1.20450e+02	5.59700e+00	2.51000e+00	1.00000e+00	1.50000e+00
00129	9.20544e-03	3.58724e+01	-1.20424e+02	4.61800e+00	2.71000e+00	1.00000e+00	1.50000e+00
00134	9.61574e-03	3.58503e+01	-1.20401e+02	5.11500e+00	3.43000e+00	1.00000e+00	1.50000e+00
00135	9.70312e-03	3.58312e+01	-1.20385e+02	8.94700e+00	3.29000e+00	1.00000e+00	1.50000e+00
00136	9.78877e-03	3.58124e+01	-1.20365e+02	8.97100e+00	2.40000e+00	1.00000e+00	1.50000e+00
00137	9.85069e-03	3.59256e+01	-1.20476e+02	5.13000e+00	2.14000e+00	1.00000e+00	1.50000e+00
00138	9.91898e-03	3.58223e+01	-1.20378e+02	8.57400e+00	3.24000e+00	1.00000e+00	1.50000e+00
00139	1.01858e-02	3.58319e+01	-1.20384e+02	5.81900e+00	2.25000e+00	1.00000e+00	1.50000e+00
00141	1.05862e-02	3.58724e+01	-1.20424e+02	4.61800e+00	2.99000e+00	1.00000e+00	1.50000e+00
00157	1.17969e-02	3.58495e+01	-1.20394e+02	4.55100e+00	2.63000e+00	1.00000e+00	1.50000e+00
00158	1.18947e-02	3.58725e+01	-1.20425e+02	4.98900e+00	2.11000e+00	1.00000e+00	1.50000e+00
00160	1.20145e-02	3.58724e+01	-1.20424e+02	4.61800e+00	3.14000e+00	1.00000e+00	1.50000e+00
00174	1.28611e-02	3.58135e+01	-1.20362e+02	6.58800e+00	3.70000e+00	1.00000e+00	1.50000e+00
00178	1.38160e-02	3.59432e+01	-1.20495e+02	9.30000e+00	3.55000e+00	1.00000e+00	1.50000e+00
00209	1.61470e-02	3.58423e+01	-1.20385e+02	4.07300e+00	2.74000e+00	1.00000e+00	1.50000e+00
00211	1.63970e-02	3.59103e+01	-1.20459e+02	5.88600e+00	2.71000e+00	1.00000e+00	1.50000e+00
00212	1.65492e-02	3.59400e+01	-1.20491e+02	9.68600e+00	2.54000e+00	1.00000e+00	1.50000e+00
00215	1.71273e-02	3.58503e+01	-1.20401e+02	5.11500e+00	2.42000e+00	1.00000e+00	1.50000e+00
00227	1.78617e-02	3.58281e+01	-1.20392e+02	3.81500e+00	2.98000e+00	1.00000e+00	1.50000e+00
00228	1.78860e-02	3.59139e+01	-1.20461e+02	6.01400e+00	2.89000e+00	1.00000e+00	1.50000e+00
00229	1.79907e-02	3.59149e+01	-1.20466e+02	5.60600e+00	2.23000e+00	1.00000e+00	1.50000e+00
00235	1.84236e-02	3.58503e+01	-1.20401e+02	5.11500e+00	3.59000e+00	1.00000e+00	1.50000e+00
00246	1.92367e-02	3.58583e+01	-1.20403e+02	4.81600e+00	2.46000e+00	1.00000e+00	1.50000e+00
