00020	-1.000000e+02	3.58155e+01	-1.20367e+02	8.56600e+00	5.96000e+00	1.00000e+00	1.50000e+00
00021	-9.999958e+01	3.59196e+01	-1.20472e+02	4.56100e+00	3.07000e+00	1.00000e+00	1.50000e+00
00022	-9.999922e+01	3.59942e+01	-1.20552e+02	4.44700e+00	3.29000e+00	1.00000e+00	1.50000e+00
00023	-9.999919e+01	3.58799e+01	-1.20432e+02	5.40200e+00	3.10000e+00	1.00000e+00	1.50000e+00
00024	-9.999909e+01	3.59298e+01	-1.20482e+02	5.18100e+00	2.30000e+00	1.00000e+00	1.50000e+00
00026	-9.999895e+01	3.58495e+01	-1.20394e+02	4.55100e+00	2.39000e+00	1.00000e+00	1.50000e+00
00028	-9.999887e+01	3.59251e+01	-1.20477e+02	5.20200e+00	2.46000e+00	1.00000e+00	1.50000e+00
00030	-9.999857e+01	3.58242e+01	-1.20373e+02	6.36800e+00	2.56000e+00	1.00000e+00	1.50000e+00
00031	-9.999853e+01	3.58231e+01	-1.20373e+02	6.33800e+00	2.80000e+00	1.00000e+00	1.50000e+00
00032	-9.999849e+01	3.59267e+01	-1.20479e+02	4.58800e+00	2.45000e+00	1.00000e+00	1.50000e+00
00033	-9.999845e+01	3.58090e+01	-1.20347e+02	3.81700e+00	3.16000e+00	1.00000e+00	1.50000e+00
00034	-9.999841e+01	3.59297e+01	-1.20480e+02	5.32500e+00	2.52000e+00	1.00000e+00	1.50000e+00
00035	-9.999837e+01	3.59347e+01	-1.20487e+02	5.27200e+00	2.56000e+00	1.00000e+00	1.50000e+00
00055	-9.999742e+01	3.58539e+01	-1.20408e+02	9.20100e+00	4.15000e+00	1.00000e+00	1.50000e+00
00056	-9.999723e+01	3.58299e+01	-1.20406e+02	2.41300e+00	4.20000e+00	1.00000e+00	1.50000e+00
00058	-9.999656e+01	3.58713e+01	-1.20423e+02	4.90700e+00	2.03000e+00	1.00000e+00	1.50000e+00
00059	-9.999633e+01	3.58593e+01	-1.20414e+02	9.34500e+00	2.38000e+00	1.00000e+00	1.50000e+00
00060	-9.999621e+01	3.59304e+01	-1.20490e+02	5.94300e+00	2.28000e+00	1.00000e+00	1.50000e+00
00079	-9.999522e+01	3.58987e+01	-1.20521e+02	4.00700e+00	2.33000e+00	1.00000e+00	1.50000e+00
00080	-9.999518e+01	3.58987e+01	-1.20521e+02	4.00700e+00	3.55000e+00	1.00000e+00	1.50000e+00
00081	-9.999516e+01	3.59091e+01	-1.20458e+02	5.93300e+00	2.77000e+00	1.00000e+00	1.50000e+00
00082	-9.999503e+01	3.59160e+01	-1.20471e+02	5.05700e+00	2.04000e+00	1.00000e+00	1.50000e+00
00083	-9.999498e+01	3.58163e+01	-1.20366e+02	7.07100e+00	2.23000e+00	1.00000e+00	1.50000e+00
00084	-9.999494e+01	3.59160e+01	-1.20471e+02	5.05700e+00	2.33000e+00	1.00000e+00	1.50000e+00
00086	-9.999482e+01	3.60257e+01	-1.20587e+02	3.39100e+00	2.48000e+00	1.00000e+00	1.50000e+00
00087	-9.999478e+01	3.60033e+01	-1.20561e+02	3.91900e+00	2.64000e+00	1.00000e+00	1.50000e+00
