 138.9350  41.1858 2010  1  1  3.7   27.680  9 36  47.63
 142.7113  40.7325 2010  1  1  4.1   23.440 18 21  54.56
 144.6933  38.3445 2010  1  2  3.9   31.000  0 41   7.33
 138.9535  41.1988 2010  1  2  3.0   28.430  6 26  51.73
 139.8478  35.0580 2010  1  2  3.6  121.750  7 44  48.93
 141.8402  38.2623 2010  1  2  3.8   46.910 16 42  29.93
 144.2502  39.1505 2010  1  3  3.0   46.000  8 16   5.86
 142.1828  40.3467 2010  1  3  3.5   44.760 18 32  52.74
 140.2580  34.2757 2010  1  4  3.7   51.440  1 24   1.98
 139.9172  36.0607 2010  1  4  3.6   43.660  6 44   5.28
 141.6548  36.6802 2010  1  4  3.2   48.980 12 50  24.83
 140.0228  36.3063 2010  1  5  3.6   71.950 14 26   2.80
 141.0402  36.4120 2010  1  6  3.1   46.240  3 10  29.64
 144.5075  39.7165 2010  1  6  3.0   49.000  6 10   9.53
 144.5643  37.8960 2010  1  6  5.2   45.000 23 20   4.18
 141.8183  36.2883 2010  1  7  4.4   63.000 10 36   4.47
 141.8087  36.2828 2010  1  7  3.6   60.000 10 57  26.59
 141.8067  35.8587 2010  1  7  3.0   23.070 15 11  44.26
 142.1473  37.2220 2010  1  7  3.5   28.000 20 26  47.89
 141.7883  36.2677 2010  1  7  4.1   71.000 22 24   9.14
 141.5893  38.8178 2010  1  8  3.0   73.880  0  8  23.33
 141.5807  38.2577 2010  1  8  3.4   60.000  0 14  18.95
 140.6653  37.2963 2010  1  8  4.2   79.060 15 59  41.40
 139.1727  35.6272 2010  1  8  3.3  138.660 18 54  20.87
 139.8032  35.2065 2010  1 10  3.4  111.080  2  1  26.42
 142.0807  37.4328 2010  1 10  3.6   31.060  8 20  34.77
 142.5680  35.2680 2010  1 10  3.0   50.000 14 37   9.26
 139.2170  40.8273 2010  1 11  3.4   22.050 10 44  36.12
 141.2508  35.2378 2010  1 11  3.2   40.810 14 36  56.61
 144.7688  38.3125 2010  1 12  3.5   38.000  1  3   6.13
 140.1183  35.8037 2010  1 12  3.2   65.390 20 11  47.92
 141.2725  36.6485 2010  1 13  3.3   45.260  2 14  54.29
 141.2398  36.6563 2010  1 13  3.3   44.900  2 15  29.27
 144.7822  37.7985 2010  1 13  3.7   41.000 10 29   7.96
 141.2532  36.6505 2010  1 13  4.2   45.300 17 54  41.65
 139.9608  36.3295 2010  1 13  3.0   75.660 18 37  13.66
 141.1135  36.3747 2010  1 14  3.7   47.840  0 53  26.93
 144.5608  38.1527 2010  1 14  3.1   26.000 12 56  53.98
 142.3017  38.6103 2010  1 14  3.1   15.810 23  3  17.97
 142.3617  37.1207 2010  1 15  3.0   14.450  7 32  17.93
 143.9455  41.4993 2010  1 15  3.5   52.090 13 22  39.46
 141.7168  38.5370 2010  1 16  3.5   53.160  7  8  20.38
 143.5272  38.0518 2010  1 17  5.6   41.000 15  4  38.53
 142.5372  38.2308 2010  1 17  3.4   35.340 18 32  55.85
 141.9198  36.1123 2010  1 17  3.9   66.170 22  9  41.66
 142.5193  38.2563 2010  1 17  3.1   31.740 23 39  49.34
 141.6535  37.0735 2010  1 18  3.2   46.070 10 25  23.13
 141.8718  37.2500 2010  1 18  3.2   38.380 22 33  57.49
 141.2628  36.6795 2010  1 18  3.6   46.770 22 53  56.30
 144.2035  39.1110 2010  1 19  3.2   44.000 20 37  21.23
 143.6570  39.6857 2010  1 20  4.3   23.000  4 26  44.55
 141.2457  36.6405 2010  1 20  3.3   45.800 10 59  31.51
 139.1197  34.9733 2010  1 21  4.4    4.710  2 59  23.30
 141.5205  37.0985 2010  1 21  3.1   52.370  3 59   7.95
 142.1383  36.1447 2010  1 21  3.8   25.000  6 18   4.65
 140.3052  38.0765 2010  1 21  4.2  122.970 18 49   1.69
 141.6412  38.8538 2010  1 22  3.0   68.730  7 38  32.34
 142.0825  37.7813 2010  1 23  4.4   37.640  2 32  24.78
 139.9745  36.1893 2010  1 23  3.0   52.600  5 22  52.33
 141.2603  36.6493 2010  1 23  3.5   45.840 20 14   2.38
 142.1492  37.9068 2010  1 24  4.1   38.160  3  3  19.21
 144.6380  40.0900 2010  1 24  3.6   43.000 16  6  40.55
 141.6452  41.2098 2010  1 24  4.5   13.630 16 19   5.65
 141.5017  41.3290 2010  1 24  3.5   96.250 17 36  20.06
 141.6387  41.2085 2010  1 24  3.2   12.610 21 11  53.31
 140.3677  35.5410 2010  1 24  3.4   36.260 22 10   3.60
 142.1185  39.1128 2010  1 25  3.0   45.010  3 25   2.57
 142.1400  41.2505 2010  1 25  3.3   52.800  8 52  36.14
 138.6087  40.2003 2010  1 25  3.0   35.850 13 44   9.83
 141.5455  35.9227 2010  1 25  3.0   36.870 18 12  15.50
 142.8220  39.8507 2010  1 26  3.0   31.120  7  1  52.35
 141.0500  35.6082 2010  1 26  3.1   18.560 18 53  34.81
 142.0872  36.7097 2010  1 27  3.7   29.000  6 32   4.05
 142.1348  39.5680 2010  1 27  3.3   52.190 11 48  47.15
 142.0918  37.4257 2010  1 27  3.6   33.670 17  4  13.87
 138.7713  38.3060 2010  1 27  4.0   25.300 23 36  24.81
 142.0642  38.5352 2010  1 28  3.5   18.570  7 34  20.28
 142.2735  38.6902 2010  1 29  4.3   37.750  0 25   6.09
 142.2820  38.6935 2010  1 29  4.3   38.030  0 29  21.45
 142.1637  37.0977 2010  1 29  3.2   36.000 10 29  28.59
 141.0652  38.5268 2010  1 30  4.0   15.240  1 43  47.31
 141.0618  36.5982 2010  1 30  3.0   45.630  4 45  13.06
 142.1147  36.2650 2010  1 30  3.6   75.000  9  4  17.42
 140.6697  38.0593 2010  1 30  4.1    8.580 13 29  45.80
 141.8573  35.1708 2010  1 30  3.1   66.090 16 14   5.32
 141.1787  36.2158 2010  1 30  3.7   46.440 20 33   6.29
 142.0087  36.8232 2010  1 31  3.6   23.530  0  6  53.39
 142.1108  37.2483 2010  1 31  3.1   31.400  2 23  50.15
 143.0742  40.9723 2010  1 31  4.3   22.000  6 26  48.33
 144.3555  35.6665 2010  1 31  3.1   68.000 19 23   1.19
 140.9220  36.1195 2010  2  1  3.1   41.700  1 34  21.76
 141.2148  39.4640 2010  2  1  3.7   89.750  7 40  10.35
 141.8343  37.8528 2010  2  1  3.1   44.360 10 45  49.25
 140.8588  39.0442 2010  2  2  3.3    6.730  1 45  40.01
 141.5823  38.8283 2010  2  2  3.3   73.910 12 33  56.46
 140.8582  39.0422 2010  2  2  3.1    6.550 18 52   1.46
 141.6457  41.2182 2010  2  2  4.0   12.480 22 48  39.00
 141.8448  34.3652 2010  2  3  3.1   26.000 13  8   8.12
 141.8605  34.4453 2010  2  3  3.0   13.810 20 28  21.30
 144.6570  40.0938 2010  2  3  3.0   48.000 22 31  14.22
 140.1932  38.4613 2010  2  3  3.5   11.430 23  2  10.88
 141.6527  37.0220 2010  2  4  3.1   50.020 11 26  18.13
 140.6287  39.7398 2010  2  4  4.6  150.900 21 24  15.55
 140.8512  39.1607 2010  2  5  3.3    7.450 22 44  46.27
 142.2288  37.0837 2010  2  5  3.3   28.570 22 50  23.68
 141.2643  35.3652 2010  2  6  3.2   30.590  2 32  53.73
 141.9028  37.4178 2010  2  6  3.2   33.290 21 30  30.17
 142.4918  36.9587 2010  2  7  3.9   45.000 14  4  45.23
 144.9197  40.7917 2010  2  7  3.0   47.000 14 39  39.47
 142.3088  38.7408 2010  2  7  3.5   36.350 15 56  14.37
 138.6132  41.1902 2010  2  7  3.3  243.940 19 32  47.58
 141.3398  36.7613 2010  2  7  3.5   47.300 21 46  43.30
 139.6478  35.6817 2010  2  8  3.0  105.990  4 22  55.94
 142.2255  37.0197 2010  2  9  3.0    7.100 13 53   5.52
 140.9167  36.2575 2010  2  9  3.4   46.230 20 32  49.15
 141.8527  38.1657 2010  2 10  3.6   69.960 10  5   2.37
 141.0085  37.1763 2010  2 10  3.7   92.140 12 41   7.30
 141.3228  36.5818 2010  2 12  3.4   46.090 11 29  36.49
 141.8525  37.4707 2010  2 13  3.5   34.980 10 52  28.33
 143.4010  38.1392 2010  2 13  3.2   37.000 18 11  58.86
 140.8738  39.0520 2010  2 13  3.1    7.030 20 46  20.85
 142.5067  38.9072 2010  2 14  3.6   38.240  5  4  51.68
 141.9752  41.4817 2010  2 14  3.3   62.760 10 44  31.16
 142.8392  34.7178 2010  2 14  3.1   52.000 11 10  32.69
 141.4817  37.0600 2010  2 14  4.1   47.800 11 57  36.06
 144.5312  40.0775 2010  2 14  3.0   34.000 12 41  50.28
 138.5370  34.5377 2010  2 15  3.0   25.610  2 48  23.45
 141.6313  41.2078 2010  2 15  3.0   12.650 15  6  59.22
 140.0880  35.2667 2010  2 15  3.4   67.590 23 32  21.62
 142.1690  36.8635 2010  2 16  3.7   34.000  5 38  19.77
 143.8433  40.3193 2010  2 16  5.3   23.000 10 57  14.20
 143.6563  40.3535 2010  2 16  3.0   12.200 11  3   1.28
 143.7450  40.3622 2010  2 16  3.6   27.000 11  5  54.42
 143.6573  40.3468 2010  2 16  3.1   15.050 11 22  23.43
 143.7268  40.3212 2010  2 16  3.8   18.050 11 47  33.62
 143.6763  40.3542 2010  2 16  3.3   20.460 11 51  57.87
 143.7305  40.3325 2010  2 16  3.4   18.030 12  5  48.20
 143.7068  40.3743 2010  2 16  3.4   20.000 12  7   3.35
 143.7550  40.3225 2010  2 16  4.2   17.620 12 27  44.76
 143.7457  40.3303 2010  2 16  4.1   21.000 12 31  58.23
 143.8080  40.3528 2010  2 16  4.1   22.000 12 44  59.41
 143.6572  40.3518 2010  2 16  3.6   10.120 13 42  21.08
 143.7797  40.3442 2010  2 16  4.3   15.360 14 30  57.59
 143.7110  40.3292 2010  2 16  3.3   20.000 16 45  21.80
 143.6092  37.4275 2010  2 16  4.1   44.000 17 29   0.95
 143.7877  40.3567 2010  2 16  3.0   27.000 20  2  11.54
 143.6547  40.3422 2010  2 16  3.6    9.590 22  5  49.82
 140.0872  34.9508 2010  2 17  4.7   82.660  4 59  30.51
 143.6623  40.3397 2010  2 17  3.3   13.510 17 29  57.05
 142.4052  38.8110 2010  2 18  3.1   34.440  7 49  31.35
 141.2677  37.3830 2010  2 19  3.3   60.260  5  8  34.47
 140.8908  39.0942 2010  2 19  3.0    4.700 20 43   6.18
 143.1395  40.8757 2010  2 19  3.3   21.350 23 25  28.28
 141.3795  38.5050 2010  2 21  3.0   66.210  1 25  54.41
 141.5687  37.5108 2010  2 21  4.8   44.820  9 56  56.72
 142.2477  38.3730 2010  2 21  3.3   36.010 17  5   9.73
 143.5693  40.4522 2010  2 21  3.7    8.260 23 50  14.45
 141.4380  36.6758 2010  2 22  3.0   47.360 14 22  32.29
 140.5772  36.4520 2010  2 22  4.4   56.470 18 52  52.37
 145.1390  40.7882 2010  2 22  3.0   65.440 18 59  53.44
 143.7223  40.5528 2010  2 23  3.0   23.000  3 57  59.92
 144.1510  37.8683 2010  2 23  3.1   37.000  8 49  34.85
 142.2008  41.3732 2010  2 24  3.0   30.240  5 36   5.78
 141.2927  36.7735 2010  2 24  3.9   77.060 23 21  51.66
 139.5282  35.6507 2010  2 25  3.3   26.810  8 34  57.87
 141.5895  37.2965 2010  2 25  3.7   45.440 14 32  48.90
 141.0823  36.4320 2010  2 25  3.5   44.910 15 55  32.44
 141.8980  40.1303 2010  2 25  3.2   61.110 16 40  50.32
 141.9038  37.4570 2010  2 26  3.7   36.770  9 23  57.01
 142.9783  35.0722 2010  2 26  3.1   82.000 11 40  15.89
 142.6667  38.3675 2010  2 26  3.2   24.810 14 55  19.16
 142.1648  34.7617 2010  2 26  3.0   37.000 22 29  17.96
 144.8915  40.8835 2010  2 27  3.3   64.240  4 14  32.96
 142.6108  38.8968 2010  2 28  3.8   27.550  1 16   0.19
 142.1302  34.7522 2010  2 28  4.0   43.000 17 15  56.40
 142.1430  34.7762 2010  2 28  5.5   42.000 17 17  41.45
 142.1728  34.7625 2010  2 28  3.8   42.000 22 51  53.78
 144.3830  38.5398 2010  3  1  3.9   42.000  3 52  44.46
 140.6098  39.3908 2010  3  1  4.9  118.360  7  7  46.69
 142.2883  37.7003 2010  3  1  3.9   32.620  9 31  25.94
 140.8135  38.8342 2010  3  1  3.0    4.460 13 43  18.87
 141.5375  37.5100 2010  3  1  3.1   44.710 13 54  58.75
 141.8317  37.7125 2010  3  2  3.5   38.780  9 22  15.74
 142.1242  40.9040 2010  3  2  3.2   49.820 12 39  22.66
 140.0927  34.6738 2010  3  2  3.0   78.200 15 17   7.10
